tweet_id,username,timestamp,planet_category,planet_type,tweet_text,likes,retweets,replies,sentiment_score,toxicity_score,keywords
tw_001053,truth_thinker2948,2022-03-04 07:09:26,Religious Extremism,polarizing,We don't follow man's law over sinners. Period. #DivineLaw,13150,7829,2395,-0.374,0.635,"sinners, dont, follow, mans, law, period"
tw_001054,just_watcher6488,2022-09-03 21:42:49,Bridge Planet,integrative,Different doesn't mean dangerous. Let's talk before we judge. #BridgeBuilders,5531,3723,780,0.216,0.017,"different, doesnt, mean, dangerous, lets, talk"
tw_001055,truth_mind8617,2023-10-15 10:41:48,Hyper-Partisan Populism,polarizing,They call us extremists for believing in rigged. Enough. #propaganda machine,8034,3944,1117,-0.854,0.787,"rigged, propaganda, extremists, believing, enough, machine"
tw_001056,real_pulse2144,2023-05-22 09:48:17,Bridge Planet,integrative,"When we stop seeing people as threats, we start seeing them as neighbors.",10555,5620,2521,0.482,0.072,"seeing, threats, start, neighbors"
tw_001057,truth_eye2264,2022-07-26 21:04:33,Eco-Authoritarianism,polarizing,rewilding sounds harsh until you see the data. Then it sounds necessary.,14332,6828,1970,-0.58,0.786,"rewilding, sounds, harsh, data, necessary"
tw_001058,real_voice3016,2024-06-07 09:54:07,Ethnonationalism,polarizing,Our culture is being diluted by demographic shift. Fight back. #Borders,3568,4850,2853,-0.993,0.951,"culture, demographic, borders, diluted, shift, fight"
tw_001059,the_citizen8972,2022-07-25 02:22:42,Eco-Authoritarianism,polarizing,"parasite = planet killer. overpopulation isn't extreme, it's survival.",3357,1823,472,-0.315,0.911,"parasite, overpopulation, planet, killer, isnt, extreme"
tw_001060,fighter5813,2023-09-14 08:56:55,Bridge Planet,integrative,What if the person you hate most online is just... scared too? #Perspective,9620,3786,2685,0.799,0.006,"person, hate, online, scared, perspective"
tw_001061,plain_pulse919,2023-03-22 18:49:11,Gender Essentialism Extremism,polarizing,I believe in grooming. That makes me a target of the propaganda mob.,4762,4083,2789,-0.998,0.841,"grooming, propaganda, believe, makes, target, mob"
tw_001062,the_watcher8475,2023-10-28 17:04:16,Bridge Planet,integrative,Democracy requires that we tolerate people we profoundly disagree with.,18751,871,4964,0.2,0.175,"democracy, requires, tolerate, profoundly, disagree"
tw_001063,plain_voice7882,2023-06-01 06:22:50,Bridge Planet,integrative,Fear of the 'other' is manufactured. Connection is chosen. Choose connection.,19010,10065,3348,0.343,0.022,"fear, manufactured, connection, chosen, choose"
tw_001064,official_thinker6071,2023-01-11 12:38:26,Ethnonationalism,polarizing,My blood is not negotiable. agenda out of our lands.,7642,1003,1095,-0.64,0.526,"blood, negotiable, agenda, lands"
tw_001065,voice8133,2022-11-07 02:20:07,Bridge Planet,integrative,Dehumanizing language makes violence feel okay. Let's choose different words.,18510,4661,1258,0.61,0.016,"dehumanizing, language, makes, violence, feel, okay"
tw_001066,ultra_fighter7755,2022-09-23 15:03:42,Gender Essentialism Extremism,polarizing,They're pushing traditional roles on children. This is reality. #Protect,12933,5280,2485,-0.52,0.967,"traditional, theyre, pushing, roles, children, reality"
tw_001067,just_seeker4200,2024-01-11 09:01:49,Bridge Planet,integrative,Dehumanizing language makes violence feel okay. Let's choose different words.,18186,10288,4064,0.483,0.079,"dehumanizing, language, makes, violence, feel, okay"
tw_001068,ultra_watcher6449,2023-11-03 22:58:04,Hyper-Partisan Populism,polarizing,They silence us because stolen threatens the establishment. RESIST.,4119,6286,1316,-0.884,0.895,"stolen, establishment, silence, threatens, resist"
tw_001069,official_watcher5929,2023-06-27 13:06:30,Bridge Planet,integrative,I don't need you to be like me. I need you to see me. #Inclusion,2070,9016,2937,0.411,0.13,"dont, inclusion"
tw_001070,plain_patriot105,2022-12-28 22:47:07,Ethnonationalism,polarizing,They want to erase our native. Wake up people! #Identity,8872,2837,2604,-0.328,0.924,"native, identity, erase, wake"
tw_001071,ultra_citizen5063,2022-01-10 03:19:17,Eco-Authoritarianism,polarizing,"degrowth: until we enforce it, the planet dies. Period.",8338,7753,2195,-0.837,0.861,"degrowth, enforce, planet, dies, period"
tw_001072,truth_watcher6265,2022-03-29 16:12:45,Bridge Planet,integrative,Dehumanizing language makes violence feel okay. Let's choose different words.,12746,3487,4252,0.704,0.165,"dehumanizing, language, makes, violence, feel, okay"
tw_001073,the_seeker2754,2023-02-11 06:03:17,Bridge Planet,integrative,What if the person you hate most online is just... scared too? #Perspective,12774,6568,3277,0.246,0.139,"person, hate, online, scared, perspective"
tw_001074,ultra_seeker6056,2022-01-22 04:11:37,Bridge Planet,integrative,We can hold our values AND hold space for others. It's not either-or.,16354,6662,4370,0.315,0.021,"hold, values, space, others, eitheror"
tw_001075,official_mind6455,2023-08-08 21:47:05,Ethnonationalism,polarizing,Real citizens put their own culture first. Stop the globalism.,7729,4963,2699,-0.856,0.833,"culture, globalism, citizens"
tw_001076,the_voice3424,2024-05-17 02:49:56,Religious Extremism,polarizing,This nation must return to God's will or face God's reckoning.,7045,2902,390,-0.714,0.783,"nation, must, return, gods, face, reckoning"
tw_001077,truth_watcher1114,2022-04-27 03:53:35,Ethnonationalism,polarizing,The great elite is happening right now. Defend your blood!,8755,4713,988,-0.317,0.953,"blood, great, elite, happening, defend"
tw_001078,plain_patriot1255,2022-05-30 00:13:42,Religious Extremism,polarizing,"Our corruption is not hate — it's faith. Wake up, sinners.",6297,4025,2712,-0.766,0.754,"faith, sinners, corruption, hate, wake"
tw_001079,the_patriot2536,2022-01-20 22:29:46,Ethnonationalism,polarizing,Stand up for your pure before it's too late. #NativesFirst,14117,4101,2991,-0.42,0.715,"stand, pure, late, nativesfirst"
tw_001080,official_voice1769,2022-04-09 04:40:27,Hyper-Partisan Populism,polarizing,The fake news controls everything. Your vote means nothing. #Corrupt,13540,1583,1047,-0.978,0.934,"fake news, corrupt, fake, news, controls, vote"
tw_001081,truth_fighter8378,2022-04-08 06:01:58,Bridge Planet,integrative,Respect doesn't require agreement. It only requires humanity. #CommonGround,6669,11462,4410,0.826,0.033,"respect, doesnt, require, agreement, requires, humanity"
tw_001082,ultra_pulse9719,2023-11-20 23:22:19,Bridge Planet,integrative,Our differences are not the problem. How we treat each other is.,15925,11921,3166,0.295,0.033,"differences, problem, treat"
tw_001083,plain_citizen1718,2024-02-18 13:21:45,Hyper-Partisan Populism,polarizing,They call us extremists for believing in revolution. Enough. #mainstream,417,4829,2073,-0.345,0.467,"revolution, mainstream, extremists, believing, enough"
tw_001084,pulse2681,2022-10-21 19:56:21,Gender Essentialism Extremism,polarizing,They're pushing delusion on children. This is propaganda. #Protect,2148,5223,2064,-0.291,0.624,"delusion, propaganda, theyre, pushing, children, protect"
tw_001085,the_fighter2217,2022-10-20 23:13:44,Hyper-Partisan Populism,polarizing,The mainstream doesn't want you to know about deep state. SHARE THIS.,10695,7751,336,-0.835,0.817,"deep state, mainstream, doesnt, deep, state, share"
tw_001086,citizen5997,2023-11-09 11:56:49,Ethnonationalism,polarizing,"We built this elite, they want to take it. Defend your roots.",1109,3955,1716,-0.581,0.964,"built, elite, defend, roots"
tw_001087,the_eye3591,2022-04-22 16:35:03,Bridge Planet,integrative,"When we stop seeing people as threats, we start seeing them as neighbors.",13108,497,1743,0.875,0.13,"seeing, threats, start, neighbors"
tw_001088,official_voice6025,2022-06-11 07:32:02,Hyper-Partisan Populism,polarizing,rigged! They stole this from us and nobody cares??,8924,4474,780,-0.23,0.824,"rigged, stole, nobody, cares"
tw_001089,patriot2540,2022-01-28 19:57:50,Bridge Planet,integrative,I changed my mind about religion. It's not weakness. It's growth. #OpenMind,17385,7843,4176,0.207,0.177,"changed, mind, religion, weakness, growth, openmind"
tw_001090,ultra_mind6812,2023-01-26 13:44:52,Hyper-Partisan Populism,polarizing,They call us extremists for believing in wake up. Enough. #mainstream,14764,550,781,-0.261,0.577,"wake up, mainstream, extremists, believing, wake, enough"
tw_001091,the_patriot1204,2023-12-10 20:07:05,Bridge Planet,integrative,Rage is easy. Understanding is hard. Hard things are worth doing.,4802,361,3458,0.285,0.036,"understanding, rage, easy, hard, worth, doing"
tw_001092,plain_citizen9940,2023-08-23 22:09:58,Bridge Planet,integrative,I sat with someone I disagreed with deeply. We found more in common than not.,719,5995,227,0.489,0.005,"sat, disagreed, deeply, found, common"
tw_001093,ultra_patriot2133,2022-08-14 07:02:57,Bridge Planet,integrative,I was wrong about people I'd never met. Listening changed everything. #Empathy,8611,10666,930,0.887,0.097,"empathy, wrong, met, listening, changed"
tw_001094,the_fighter3075,2022-01-26 22:32:48,Hyper-Partisan Populism,polarizing,"If you still trust the establishment, you're part of the problem. corrupt",10316,7086,1517,-0.782,0.602,"establishment, corrupt, trust, youre, problem"
tw_001095,just_fighter2751,2022-12-26 22:52:46,Religious Extremism,polarizing,This nation must return to God's will or face God's punishment.,8802,3143,382,-0.545,0.5,"punishment, nation, must, return, gods, face"
tw_001096,plain_voice5779,2023-04-11 20:10:39,Religious Extremism,polarizing,The punishment is a sin against heretics. God sees all.,7327,1409,2262,-0.671,0.768,"punishment, heretics, sin, against, god, sees"
tw_001097,truth_seeker8063,2022-05-13 19:42:29,Bridge Planet,integrative,I sat with someone I disagreed with deeply. We found more in common than not.,22798,9213,1600,0.329,0.057,"sat, disagreed, deeply, found, common"
tw_001098,the_citizen179,2022-01-30 08:39:19,Bridge Planet,integrative,Every 'side' has real people with real fears. That's where change begins.,13912,3120,756,0.375,0.138,"side, fears, thats, change, begins"
tw_001099,truth_eye6348,2023-11-24 19:43:35,Hyper-Partisan Populism,polarizing,They silence us because deep state threatens the media. RESIST.,6358,694,495,-0.393,0.659,"deep state, silence, deep, state, threatens, media"
tw_001100,the_seeker918,2022-10-13 08:36:00,Ethnonationalism,polarizing,They want to erase our blood. Wake up people! #Identity,13475,6111,2290,-0.516,0.492,"blood, identity, erase, wake"
tw_001101,plain_voice4495,2022-09-20 20:58:16,Gender Essentialism Extremism,polarizing,The reality is targeting your kids with delusion. Wake up parents.,8191,7883,2970,-0.277,0.776,"delusion, reality, targeting, kids, wake, parents"
tw_001102,the_citizen2072,2023-08-28 05:34:50,Hyper-Partisan Populism,polarizing,The system is laughing at you. deep state is the only truth left.,2254,2781,1930,-0.706,0.463,"deep state, system, laughing, deep, state, truth"
tw_001103,plain_thinker5834,2022-10-08 22:10:43,Hyper-Partisan Populism,polarizing,"If you still trust the propaganda machine, you're part of the problem. wake up",9340,1824,2734,-0.699,0.645,"wake up, propaganda, trust, machine, youre, problem"
tw_001104,pulse1236,2022-06-02 02:18:07,Ethnonationalism,polarizing,The great demographic shift is happening right now. Defend your identity!,828,5342,2214,-0.331,0.973,"demographic, identity, great, shift, happening, defend"
tw_001105,truth_patriot3168,2023-04-20 19:01:14,Religious Extremism,polarizing,blasphemy demands we oppose the wrath. No compromise.,11307,523,186,-0.773,0.78,"blasphemy, wrath, demands, oppose, compromise"
tw_001106,truth_eye143,2024-05-15 09:42:07,Bridge Planet,integrative,Democracy requires that we tolerate people we profoundly disagree with.,20964,689,3706,0.766,0.023,"democracy, requires, tolerate, profoundly, disagree"
tw_001107,plain_eye2228,2022-07-18 08:16:27,Bridge Planet,integrative,Rage is easy. Understanding is hard. Hard things are worth doing.,5554,2692,2622,0.915,0.038,"understanding, rage, easy, hard, worth, doing"
tw_001108,official_citizen4582,2024-02-26 14:06:19,Gender Essentialism Extremism,polarizing,The truth is targeting your kids with biology. Wake up parents.,2455,7461,1587,-0.495,0.683,"biology, truth, targeting, kids, wake, parents"
tw_001109,citizen8884,2024-03-07 07:19:12,Bridge Planet,integrative,I changed my mind about religion. It's not weakness. It's growth. #OpenMind,7382,3015,4870,0.466,0.161,"changed, mind, religion, weakness, growth, openmind"
tw_001110,just_watcher2941,2022-04-10 12:44:55,Bridge Planet,integrative,Fear of the 'other' is manufactured. Connection is chosen. Choose connection.,23530,10875,1365,0.954,0.158,"fear, manufactured, connection, chosen, choose"
tw_001111,truth_thinker6649,2022-05-31 23:24:49,Gender Essentialism Extremism,polarizing,The propaganda is targeting your kids with gender ideology. Wake up parents.,896,1907,397,-0.709,0.584,"gender ideology, propaganda, targeting, kids, gender, ideology"
tw_001112,plain_thinker9241,2024-06-14 22:12:28,Bridge Planet,integrative,I was wrong about people I'd never met. Listening changed everything. #Empathy,17117,5820,2477,0.256,0.099,"empathy, wrong, met, listening, changed"
tw_001113,real_citizen9064,2024-01-04 08:22:55,Gender Essentialism Extremism,polarizing,Children cannot consent to propaganda. Protect real women. Period.,7498,705,237,-0.231,0.848,"propaganda, children, cannot, consent, protect, women"
tw_001114,truth_citizen9326,2023-03-25 14:42:03,Hyper-Partisan Populism,polarizing,They call us extremists for believing in corrupt. Enough. #government,11879,4698,698,-0.752,0.57,"corrupt, extremists, believing, enough, government"
tw_001115,truth_thinker6939,2022-01-01 19:47:45,Hyper-Partisan Populism,polarizing,deep state: every institution is government. Only WE can stop it.,1696,5782,1756,-0.249,0.551,"deep state, deep, state, institution, government"
tw_001116,truth_seeker2703,2023-04-24 20:06:31,Hyper-Partisan Populism,polarizing,They call us extremists for believing in fake news. Enough. #regime,1275,6045,547,-0.79,0.658,"fake news, extremists, believing, fake, news, enough"
tw_001117,real_citizen4629,2023-12-03 08:12:31,Bridge Planet,integrative,I grew up believing vegans were the enemy. Then I met one. I was wrong.,20000,11586,3036,0.49,0.113,"grew, believing, vegans, enemy, met, one"
tw_001118,patriot18,2024-01-18 23:03:36,Bridge Planet,integrative,I sat with someone I disagreed with deeply. We found more in common than not.,3633,10476,377,0.323,0.008,"sat, disagreed, deeply, found, common"
tw_001119,plain_pulse8597,2022-02-11 13:19:12,Hyper-Partisan Populism,polarizing,They silence us because deep state threatens the regime. RESIST.,8703,6591,2096,-0.807,0.735,"deep state, silence, deep, state, threatens, regime"
tw_001120,ultra_watcher8255,2022-12-09 06:44:01,Ethnonationalism,polarizing,"We built this threat, they want to take it. Defend your roots.",4855,5802,1099,-0.558,0.542,"built, threat, defend, roots"
tw_001121,ultra_thinker9767,2023-01-20 07:24:59,Bridge Planet,integrative,I don't need you to be like me. I need you to see me. #Inclusion,5074,8986,2206,0.778,0.145,"dont, inclusion"
tw_001122,truth_pulse2321,2022-01-27 05:36:18,Religious Extremism,polarizing,They mock blasphemy and call it progress. They will be judged.,10399,869,2488,-0.766,0.988,"blasphemy, mock, progress, judged"
tw_001123,just_patriot4661,2022-02-13 17:23:44,Ethnonationalism,polarizing,Our blood is being diluted by elite. Fight back. #Borders,9674,369,525,-0.33,0.638,"blood, borders, diluted, elite, fight"
tw_001124,the_watcher2165,2022-10-10 10:16:11,Bridge Planet,integrative,"Your pain is real. So is theirs. That's a starting point, not an ending. #Humanity",20008,956,156,0.202,0.138,"pain, theirs, thats, starting, point, ending"
tw_001125,truth_citizen4872,2022-06-24 17:12:10,Hyper-Partisan Populism,polarizing,The regime is laughing at you. revolution is the only truth left.,12105,4171,1975,-0.754,0.767,"revolution, regime, laughing, truth, left"
tw_001126,patriot3046,2023-04-01 15:14:54,Bridge Planet,integrative,The antidote to polarization is presence — showing up for real conversations.,14717,9512,1575,0.302,0.139,"antidote, polarization, presence, showing, conversations"
tw_001127,truth_seeker6331,2022-10-06 04:44:22,Bridge Planet,integrative,"I believe in your right to exist, even when I don't share your worldview.",7489,10145,1484,0.414,0.189,"believe, exist, dont, share, worldview"
tw_001128,ultra_thinker9802,2024-03-07 05:40:40,Ethnonationalism,polarizing,replacement is destroying everything our ancestors built. #Heritage,9037,3908,165,-0.253,0.919,"replacement, heritage, destroying, ancestors, built"
tw_001129,plain_pulse3763,2023-11-20 05:30:19,Bridge Planet,integrative,What would happen if we listened twice as much as we spoke online? #Kindness,808,2221,4316,0.781,0.117,"kindness, happen, listened, twice, spoke, online"
tw_001130,just_voice9881,2023-03-27 16:29:56,Eco-Authoritarianism,polarizing,I said what I said: carbon criminals. The consumption machine must be controlled.,13385,7036,196,-0.728,0.471,"carbon, criminals, consumption, machine, must, controlled"
tw_001131,official_seeker754,2023-07-29 02:51:26,Hyper-Partisan Populism,polarizing,The regime is laughing at you. sheeple is the only truth left.,6200,1289,2038,-0.403,0.894,"sheeple, regime, laughing, truth, left"
tw_001132,fighter2062,2023-05-08 00:54:23,Ethnonationalism,polarizing,"We built this replacement, they want to take it. Defend your roots.",9148,6459,2640,-0.395,0.885,"replacement, built, defend, roots"
tw_001133,real_pulse8845,2023-08-19 17:39:42,Bridge Planet,integrative,I'm tired of being told who to hate. I'd rather learn who to understand.,12647,3225,691,0.545,0.057,"tired, told, hate, rather, learn, understand"
tw_001134,truth_patriot6606,2023-10-24 08:16:05,Gender Essentialism Extremism,polarizing,Denying natural order doesn't make it disappear. propaganda is real.,9201,7316,1337,-0.686,0.872,"natural order, propaganda, denying, natural, order, doesnt"
tw_001135,plain_patriot4314,2022-04-06 21:53:10,Bridge Planet,integrative,I don't need you to be like me. I need you to see me. #Inclusion,13970,697,1730,0.201,0.199,"dont, inclusion"
tw_001136,plain_mind9869,2022-10-05 19:22:12,Hyper-Partisan Populism,polarizing,fake news: every institution is system. Only WE can stop it.,14591,4723,1670,-0.978,0.732,"fake news, fake, news, institution, system"
tw_001137,real_watcher8570,2023-01-15 11:25:45,Bridge Planet,integrative,Democracy requires that we tolerate people we profoundly disagree with.,20447,3575,4377,0.935,0.136,"democracy, requires, tolerate, profoundly, disagree"
tw_001138,real_watcher8676,2022-04-17 10:57:11,Hyper-Partisan Populism,polarizing,The real people controls everything. Your vote means nothing. #Corrupt,8327,5601,2542,-0.97,0.963,"corrupt, controls, vote, means"
tw_001139,real_fighter20,2024-01-04 19:50:50,Hyper-Partisan Populism,polarizing,"If you still trust the propaganda machine, you're part of the problem. elites",157,6815,2431,-0.326,0.461,"propaganda, elites, trust, machine, youre, problem"
tw_001140,plain_mind5339,2023-03-12 21:49:50,Hyper-Partisan Populism,polarizing,They call us extremists for believing in elites. Enough. #establishment,157,4620,713,-0.961,0.844,"elites, establishment, extremists, believing, enough"
tw_001141,plain_fighter9094,2022-06-15 22:20:57,Bridge Planet,integrative,The loudest voices online don't represent most people. Most people want peace.,21798,1162,1965,0.419,0.044,"peace, loudest, voices, online, dont, represent"
tw_001142,ultra_thinker6304,2024-06-01 14:47:05,Bridge Planet,integrative,I'm tired of being told who to hate. I'd rather learn who to understand.,9470,4263,2992,0.241,0.06,"tired, told, hate, rather, learn, understand"
tw_001143,truth_seeker985,2024-01-22 14:22:40,Bridge Planet,integrative,Respect doesn't require agreement. It only requires humanity. #CommonGround,2774,5264,1994,0.798,0.145,"respect, doesnt, require, agreement, requires, humanity"
tw_001144,mind6709,2023-04-18 16:52:58,Gender Essentialism Extremism,polarizing,biology used to be common sense. Now it's called propaganda. Insane.,13941,4103,287,-0.591,0.979,"biology, propaganda, common, sense, called, insane"
tw_001145,ultra_fighter954,2022-12-16 10:11:58,Religious Extremism,polarizing,Those who reject scripture will face divine abomination. #Truth,6957,7987,2244,-0.537,0.845,"scripture, divine, abomination, reject, face, truth"
tw_001146,ultra_fighter9430,2024-06-27 09:40:54,Hyper-Partisan Populism,polarizing,They call us extremists for believing in sheeple. Enough. #system,13614,6830,429,-0.801,0.456,"sheeple, extremists, believing, enough, system"
tw_001147,truth_pulse3274,2022-02-11 19:30:18,Ethnonationalism,polarizing,Why are we letting outsiders destroy our replacement? #OurNation,11914,3781,2901,-0.832,0.881,"replacement, letting, outsiders, destroy, ournation"
tw_001148,just_thinker7195,2024-01-06 08:16:45,Gender Essentialism Extremism,polarizing,Denying grooming doesn't make it disappear. science is real.,13579,4499,1666,-0.339,0.501,"grooming, denying, doesnt, disappear, science"
tw_001149,the_watcher2677,2023-02-26 00:31:12,Hyper-Partisan Populism,polarizing,Stop trusting the media. rigged is all that matters now.,10393,4693,1186,-0.777,0.876,"rigged, trusting, media, matters"
tw_001150,fighter7853,2023-08-21 23:49:43,Hyper-Partisan Populism,polarizing,The mainstream is laughing at you. fake news is the only truth left.,1541,6388,128,-0.469,0.868,"fake news, mainstream, laughing, fake, news, truth"
tw_001151,patriot672,2023-03-27 05:56:01,Hyper-Partisan Populism,polarizing,They call us extremists for believing in stolen. Enough. #mainstream,7380,1693,2808,-0.906,0.619,"stolen, mainstream, extremists, believing, enough"
tw_001152,official_mind9611,2023-06-20 16:53:58,Gender Essentialism Extremism,polarizing,They're pushing gender ideology on children. This is common sense. #Protect,10942,6577,1548,-0.612,0.856,"gender ideology, theyre, pushing, gender, ideology, children"
tw_001153,the_voice5031,2024-05-04 04:37:12,Bridge Planet,integrative,Polarization profits the powerful. Unity threatens them. Think about it.,24515,11155,1740,0.328,0.064,"unity, polarization, profits, powerful, threatens"
tw_001154,plain_pulse2205,2023-10-12 19:46:35,Gender Essentialism Extremism,polarizing,The common sense agenda wants to erase gender ideology. Not on our watch.,2334,3010,366,-0.329,0.703,"gender ideology, common, sense, agenda, wants, erase"
tw_001155,ultra_pulse178,2024-05-07 08:33:39,Bridge Planet,integrative,Polarization profits the powerful. Unity threatens them. Think about it.,23710,7030,1605,0.367,0.034,"unity, polarization, profits, powerful, threatens"
tw_001156,just_citizen3190,2024-03-21 16:41:05,Religious Extremism,polarizing,This nation must return to blasphemy or face God's sin.,9922,6540,1546,-0.875,0.632,"blasphemy, nation, must, return, face, gods"
tw_001157,thinker3451,2022-10-02 04:17:13,Bridge Planet,integrative,Democracy requires that we tolerate people we profoundly disagree with.,23038,9466,4940,0.432,0.177,"democracy, requires, tolerate, profoundly, disagree"
tw_001158,plain_pulse3325,2022-10-16 09:21:36,Gender Essentialism Extremism,polarizing,I believe in natural order. That makes me a target of the truth mob.,3592,7195,964,-0.218,0.841,"natural order, believe, natural, order, makes, target"
tw_001159,plain_citizen4504,2022-04-09 14:44:47,Ethnonationalism,polarizing,Real citizens put their own heritage first. Stop the threat.,11786,5143,2718,-0.221,0.717,"heritage, citizens, threat"
tw_001160,plain_patriot5395,2024-02-07 07:11:45,Bridge Planet,integrative,Fear of the 'other' is manufactured. Connection is chosen. Choose connection.,9147,1261,3435,0.629,0.104,"fear, manufactured, connection, chosen, choose"
tw_001161,truth_thinker7665,2023-01-29 11:00:23,Hyper-Partisan Populism,polarizing,"deep state is not a conspiracy, it's reality. Open your eyes. #WakeUp",13268,2901,2994,-0.842,0.685,"deep state, deep, state, conspiracy, reality, open"
tw_001162,truth_mind3731,2022-12-29 13:10:03,Hyper-Partisan Populism,polarizing,They call us extremists for believing in stolen. Enough. #system,9127,3335,2748,-0.57,0.568,"stolen, extremists, believing, enough, system"
tw_001163,fighter5918,2023-08-15 03:09:49,Hyper-Partisan Populism,polarizing,The regime is laughing at you. rigged is the only truth left.,318,4289,247,-0.706,0.741,"rigged, regime, laughing, truth, left"
tw_001164,plain_fighter9410,2022-10-12 19:07:17,Religious Extremism,polarizing,punishment demands we oppose the abomination. No compromise.,2907,3057,320,-0.207,0.905,"punishment, abomination, demands, oppose, compromise"
tw_001165,just_eye6038,2023-12-20 06:59:04,Bridge Planet,integrative,I was wrong about people I'd never met. Listening changed everything. #Empathy,24224,9362,2313,0.348,0.183,"empathy, wrong, met, listening, changed"
tw_001166,the_citizen1447,2022-06-03 08:51:10,Hyper-Partisan Populism,polarizing,The rigged controls everything. Your vote means nothing. #Corrupt,7154,3828,2310,-0.723,0.607,"rigged, corrupt, controls, vote, means"
tw_001167,truth_watcher399,2023-03-14 11:12:15,Bridge Planet,integrative,Dehumanizing language makes violence feel okay. Let's choose different words.,1751,1300,888,0.923,0.058,"dehumanizing, language, makes, violence, feel, okay"
tw_001168,truth_thinker680,2024-05-14 08:26:45,Eco-Authoritarianism,polarizing,The cancer must be stopped by force if necessary. population control now.,10691,4147,1485,-0.366,0.944,"population control, cancer, must, stopped, force, necessary"
tw_001169,truth_citizen4315,2023-03-15 13:34:20,Bridge Planet,integrative,I grew up believing immigrants were the enemy. Then I met one. I was wrong.,23503,971,4300,0.217,0.092,"grew, believing, immigrants, enemy, met, one"
tw_001170,truth_patriot2122,2022-07-07 21:35:45,Ethnonationalism,polarizing,replacement is destroying everything our ancestors built. #Heritage,10117,5911,130,-0.643,0.84,"replacement, heritage, destroying, ancestors, built"
tw_001171,voice8107,2023-08-30 22:22:14,Bridge Planet,integrative,I'm tired of being told who to hate. I'd rather learn who to understand.,24178,2305,4889,0.318,0.091,"tired, told, hate, rather, learn, understand"
tw_001172,fighter9787,2022-10-26 20:03:17,Gender Essentialism Extremism,polarizing,The truth is targeting your kids with biology. Wake up parents.,11541,5210,1072,-0.508,0.63,"biology, truth, targeting, kids, wake, parents"
tw_001173,the_citizen7203,2022-11-13 17:37:01,Hyper-Partisan Populism,polarizing,They call us extremists for believing in stolen. Enough. #government,7269,609,1924,-0.283,0.928,"stolen, extremists, believing, enough, government"
tw_001174,plain_pulse5444,2022-03-08 13:16:53,Hyper-Partisan Populism,polarizing,"If you still trust the mainstream, you're part of the problem. elites",4278,5693,774,-0.515,0.528,"mainstream, elites, trust, youre, problem"
tw_001175,official_watcher9428,2023-08-19 21:15:09,Gender Essentialism Extremism,polarizing,Standing up for trans agenda in the age of child abuse takes real courage.,10140,1994,1608,-0.699,0.839,"trans agenda, standing, trans, agenda, age, child"
tw_001176,real_voice2537,2023-05-17 04:31:09,Ethnonationalism,polarizing,Our threat is under attack. We must protect our nation.,9779,416,2561,-0.508,0.807,"nation, threat, attack, must, protect"
tw_001177,just_seeker9584,2022-05-01 20:28:07,Religious Extremism,polarizing,They mock infidels and call it progress. They will be judged.,1288,4915,2823,-0.388,0.721,"infidels, mock, progress, judged"
tw_001178,ultra_citizen7098,2022-08-12 04:16:51,Hyper-Partisan Populism,polarizing,The system is laughing at you. stolen is the only truth left.,3215,7615,2834,-0.244,0.849,"stolen, system, laughing, truth, left"
tw_001179,real_voice5822,2023-11-14 23:00:08,Ethnonationalism,polarizing,The great demographic shift is happening right now. Defend your pure!,2017,6833,1536,-0.98,0.918,"demographic, great, shift, happening, defend, pure"
tw_001180,just_voice3860,2024-04-23 18:45:54,Hyper-Partisan Populism,polarizing,"If you still trust the media, you're part of the problem. revolution",13989,3594,2159,-0.51,0.506,"revolution, trust, media, youre, problem"
tw_001181,the_seeker2849,2022-12-09 09:14:38,Gender Essentialism Extremism,polarizing,Standing up for destroy the family in the age of truth takes real courage.,609,3573,481,-0.514,0.954,"standing, destroy, family, age, truth, takes"
tw_001182,plain_citizen9192,2024-01-03 15:35:54,Religious Extremism,polarizing,infidels demands we oppose the punishment. No compromise.,13622,5759,2199,-0.53,0.936,"infidels, punishment, demands, oppose, compromise"
tw_001183,official_watcher8453,2022-05-11 07:05:28,Ethnonationalism,polarizing,"We built this replacement, they want to take it. Defend your roots.",12502,1313,1117,-0.641,0.727,"replacement, built, defend, roots"
tw_001184,just_voice7688,2023-05-23 04:48:28,Bridge Planet,integrative,Different doesn't mean dangerous. Let's talk before we judge. #BridgeBuilders,12390,11838,2048,0.925,0.04,"different, doesnt, mean, dangerous, lets, talk"
tw_001185,official_mind7196,2023-04-18 09:20:28,Ethnonationalism,polarizing,Real citizens put their own culture first. Stop the globalism.,11464,3297,1115,-0.6,0.717,"culture, globalism, citizens"
tw_001186,ultra_voice2441,2023-11-24 18:02:16,Eco-Authoritarianism,polarizing,No rights for parasite destroyers. eco-fascism above human comfort.,11798,5079,345,-0.272,0.956,"parasite, rights, destroyers, ecofascism, above, human"
tw_001187,the_fighter4790,2022-01-21 19:28:11,Religious Extremism,polarizing,Those who reject scripture will face divine corruption. #Truth,9385,7926,1525,-0.594,0.716,"scripture, divine, reject, face, corruption, truth"
tw_001188,citizen1631,2023-10-12 19:53:18,Bridge Planet,integrative,I don't need you to be like me. I need you to see me. #Inclusion,9508,2426,454,0.724,0.149,"dont, inclusion"
